Area,Year,average_rain_fall_mm_per_year,avg_temp,Decade,Date
Canada,2010,611,8.01,2010s,2010-01-01 00:00:00
Canada,2011,597,7.47,2010s,2011-01-01 00:00:00
Canada,2012,578,8.32,2010s,2012-01-01 00:00:00
Canada,2013,600,8.76,2010s,2013-01-01 00:00:00
Central African Republic,1990,1342,25.42,1990s,1990-01-01 00:00:00
Central African Republic,1991,1405,25.45,1990s,1991-01-01 00:00:00
Central African Republic,1992,1380,24.81,1990s,1992-01-01 00:00:00
Central African Republic,1993,1386,25.14,1990s,1993-01-01 00:00:00
Central African Republic,1994,1413,25.39,1990s,1994-01-01 00:00:00
Central African Republic,1995,1353,25.5,1990s,1995-01-01 00:00:00
Central African Republic,1996,1403,25.32,1990s,1996-01-01 00:00:00
Central African Republic,1997,1345,25.69,1990s,1997-01-01 00:00:00
Central African Republic,1998,1353,25.96,1990s,1998-01-01 00:00:00
Central African Republic,1999,1343,25.05,1990s,1999-01-01 00:00:00
Central African Republic,2000,1381,25.4,2000s,2000-01-01 00:00:00
Central African Republic,2001,1400,25.28,2000s,2001-01-01 00:00:00
Central African Republic,2002,1349,25.44,2000s,2002-01-01 00:00:00
Central African Republic,2004,1343,25.67,2000s,2004-01-01 00:00:00
Central African Republic,2005,1343,25.92,2000s,2005-01-01 00:00:00
Central African Republic,2006,1366,25.85,2000s,2006-01-01 00:00:00
Central African Republic,2007,1393,25.88,2000s,2007-01-01 00:00:00
Central African Republic,2008,1395,25.76,2000s,2008-01-01 00:00:00
Central African Republic,2009,1391,26.17,2000s,2009-01-01 00:00:00
Central African Republic,2010,1383,26.06,2010s,2010-01-01 00:00:00
Central African Republic,2011,1348,25.23,2010s,2011-01-01 00:00:00
Central African Republic,2012,1401,25.28,2010s,2012-01-01 00:00:00
Central African Republic,2013,1387,25.69,2010s,2013-01-01 00:00:00
Chile,1990,1522,9.5,1990s,1990-01-01 00:00:00
Chile,1991,1532,9.68,1990s,1991-01-01 00:00:00
Chile,1992,1565,9.45,1990s,1992-01-01 00:00:00
Chile,1993,1564,9.71,1990s,1993-01-01 00:00:00
Chile,1994,1588,10.06,1990s,1994-01-01 00:00:00
Chile,1995,1588,9.71,1990s,1995-01-01 00:00:00
Chile,1996,1526,9.71,1990s,1996-01-01 00:00:00
Chile,1997,1544,10.23,1990s,1997-01-01 00:00:00
Chile,1998,1536,9.74,1990s,1998-01-01 00:00:00
Chile,1999,1545,9.58,1990s,1999-01-01 00:00:00
Chile,2000,1537,9.47,2000s,2000-01-01 00:00:00
Chile,2001,1575,9.78,2000s,2001-01-01 00:00:00
Chile,2002,1582,9.6,2000s,2002-01-01 00:00:00
Chile,2004,1525,9.88,2000s,2004-01-01 00:00:00
Chile,2005,1567,9.64,2000s,2005-01-01 00:00:00
Chile,2006,1591,10.01,2000s,2006-01-01 00:00:00
Chile,2007,1584,8.91,2000s,2007-01-01 00:00:00
Chile,2008,1533,10.13,2000s,2008-01-01 00:00:00
Chile,2009,1572,9.87,2000s,2009-01-01 00:00:00
Chile,2010,1581,9.41,2010s,2010-01-01 00:00:00
Chile,2011,1547,9.76,2010s,2011-01-01 00:00:00
Chile,2012,1545,10.15,2010s,2012-01-01 00:00:00
Chile,2013,1589,9.51,2010s,2013-01-01 00:00:00
Colombia,1990,3240,24.81,1990s,1990-01-01 00:00:00
Colombia,1991,3308,24.92,1990s,1991-01-01 00:00:00
Colombia,1992,3243,25.02,1990s,1992-01-01 00:00:00
Colombia,1993,3286,24.86,1990s,1993-01-01 00:00:00
Colombia,1994,3293,24.75,1990s,1994-01-01 00:00:00
Colombia,1995,3309,24.78,1990s,1995-01-01 00:00:00
Colombia,1996,3269,24.6,1990s,1996-01-01 00:00:00
Colombia,1997,3253,25.22,1990s,1997-01-01 00:00:00
Colombia,1998,3291,25.37,1990s,1998-01-01 00:00:00
Colombia,1999,3299,24.3,1990s,1999-01-01 00:00:00
Colombia,2000,3275,24.5,2000s,2000-01-01 00:00:00
Colombia,2001,3270,24.89,2000s,2001-01-01 00:00:00
Colombia,2002,3255,25.25,2000s,2002-01-01 00:00:00
Colombia,2004,3276,24.96,2000s,2004-01-01 00:00:00
Colombia,2005,3296,25.12,2000s,2005-01-01 00:00:00
Colombia,2006,3265,25.06,2000s,2006-01-01 00:00:00
Colombia,2007,3288,24.96,2000s,2007-01-01 00:00:00
Colombia,2008,3259,24.62,2000s,2008-01-01 00:00:00
Colombia,2009,3302,25.28,2000s,2009-01-01 00:00:00
Colombia,2010,3246,25.11,2010s,2010-01-01 00:00:00
Colombia,2011,3270,24.76,2010s,2011-01-01 00:00:00
Colombia,2012,3273,25.07,2010s,2012-01-01 00:00:00
Colombia,2013,3275,25.22,2010s,2013-01-01 00:00:00
Croatia,1992,1113,10.78,1990s,1992-01-01 00:00:00
Croatia,1993,1183,10.19,1990s,1993-01-01 00:00:00
Croatia,1994,1125,11.33,1990s,1994-01-01 00:00:00
Croatia,1995,1168,10.14,1990s,1995-01-01 00:00:00
Croatia,1996,1173,9.24,1990s,1996-01-01 00:00:00
Croatia,1997,1155,10.18,1990s,1997-01-01 00:00:00
Croatia,1998,1135,10.42,1990s,1998-01-01 00:00:00
Croatia,1999,1153,10.51,1990s,1999-01-01 00:00:00
Croatia,2000,1164,11.45,2000s,2000-01-01 00:00:00
Croatia,2001,1138,10.74,2000s,2001-01-01 00:00:00
Croatia,2002,1120,11.18,2000s,2002-01-01 00:00:00
Croatia,2004,1119,10.06,2000s,2004-01-01 00:00:00
Croatia,2005,1124,9.62,2000s,2005-01-01 00:00:00
Croatia,2006,1179,10.56,2000s,2006-01-01 00:00:00
Croatia,2007,1177,11.31,2000s,2007-01-01 00:00:00
Croatia,2008,1177,11.09,2000s,2008-01-01 00:00:00
Croatia,2009,1177,11.06,2000s,2009-01-01 00:00:00
Croatia,2010,1168,10,2010s,2010-01-01 00:00:00
Croatia,2011,1123,11.02,2010s,2011-01-01 00:00:00
Croatia,2012,1117,11.12,2010s,2012-01-01 00:00:00
Croatia,2013,1181,11.58,2010s,2013-01-01 00:00:00
Denmark,1990,703,9.83,1990s,1990-01-01 00:00:00
Denmark,1991,725,8.62,1990s,1991-01-01 00:00:00
Denmark,1992,743,9.47,1990s,1992-01-01 00:00:00
Denmark,1993,724,8.16,1990s,1993-01-01 00:00:00
Denmark,1994,752,9.15,1990s,1994-01-01 00:00:00
Denmark,1995,748,8.75,1990s,1995-01-01 00:00:00
Denmark,1996,715,7.31,1990s,1996-01-01 00:00:00
Denmark,1997,705,8.91,1990s,1997-01-01 00:00:00
Denmark,1998,778,8.65,1990s,1998-01-01 00:00:00
Denmark,1999,739,9.37,1990s,1999-01-01 00:00:00
Denmark,2000,725,9.67,2000s,2000-01-01 00:00:00
Denmark,2001,707,8.78,2000s,2001-01-01 00:00:00
Denmark,2002,771,9.54,2000s,2002-01-01 00:00:00
Denmark,2004,724,9,2000s,2004-01-01 00:00:00
Denmark,2005,757,9.11,2000s,2005-01-01 00:00:00
Denmark,2006,772,9.74,2000s,2006-01-01 00:00:00
Denmark,2007,706,9.87,2000s,2007-01-01 00:00:00
Denmark,2008,732,9.82,2000s,2008-01-01 00:00:00
Denmark,2009,737,9.22,2000s,2009-01-01 00:00:00
Denmark,2010,769,7.54,2010s,2010-01-01 00:00:00
Denmark,2011,724,9.31,2010s,2011-01-01 00:00:00
Denmark,2012,755,8.7,2010s,2012-01-01 00:00:00
Denmark,2013,735,8.81,2010s,2013-01-01 00:00:00
Dominican Republic,1990,1410,26.64,1990s,1990-01-01 00:00:00
Dominican Republic,1991,1441,26.5,1990s,1991-01-01 00:00:00
Dominican Republic,1992,1430,26.42,1990s,1992-01-01 00:00:00
Dominican Republic,1993,1452,26.4,1990s,1993-01-01 00:00:00
Dominican Republic,1994,1459,26.71,1990s,1994-01-01 00:00:00
Dominican Republic,1995,1447,26.8,1990s,1995-01-01 00:00:00
Dominican Republic,1996,1482,26.3,1990s,1996-01-01 00:00:00
Dominican Republic,1997,1424,27.1,1990s,1997-01-01 00:00:00
Dominican Republic,1998,1421,27.15,1990s,1998-01-01 00:00:00
Dominican Republic,1999,1453,26.64,1990s,1999-01-01 00:00:00
Dominican Republic,2000,1474,26.36,2000s,2000-01-01 00:00:00
Dominican Republic,2001,1462,26.79,2000s,2001-01-01 00:00:00
Dominican Republic,2002,1469,27.06,2000s,2002-01-01 00:00:00
Dominican Republic,2004,1423,26.77,2000s,2004-01-01 00:00:00
Dominican Republic,2005,1443,26.96,2000s,2005-01-01 00:00:00
Dominican Republic,2006,1427,27.04,2000s,2006-01-01 00:00:00
Dominican Republic,2007,1470,27.1,2000s,2007-01-01 00:00:00
Dominican Republic,2008,1431,26.66,2000s,2008-01-01 00:00:00
Dominican Republic,2009,1478,26.9,2000s,2009-01-01 00:00:00
Dominican Republic,2010,1421,26.97,2010s,2010-01-01 00:00:00
Dominican Republic,2011,1456,26.72,2010s,2011-01-01 00:00:00
Dominican Republic,2012,1451,26.86,2010s,2012-01-01 00:00:00
Dominican Republic,2013,1449,26.7,2010s,2013-01-01 00:00:00
Ecuador,1990,2274,20.51,1990s,1990-01-01 00:00:00
Ecuador,1991,2292,20.56,1990s,1991-01-01 00:00:00
Ecuador,1992,2326,20.6,1990s,1992-01-01 00:00:00
Ecuador,1993,2309,20.48,1990s,1993-01-01 00:00:00
Ecuador,1994,2324,20.22,1990s,1994-01-01 00:00:00
Ecuador,1995,2292,20.62,1990s,1995-01-01 00:00:00
Ecuador,1996,2287,20.09,1990s,1996-01-01 00:00:00
Ecuador,1997,2319,21.23,1990s,1997-01-01 00:00:00
Ecuador,1998,2328,21.14,1990s,1998-01-01 00:00:00
Ecuador,1999,2306,19.89,1990s,1999-01-01 00:00:00
Ecuador,2000,2322,19.95,2000s,2000-01-01 00:00:00
Ecuador,2001,2322,20.26,2000s,2001-01-01 00:00:00
Ecuador,2002,2318,20.83,2000s,2002-01-01 00:00:00
Ecuador,2004,2301,20.7,2000s,2004-01-01 00:00:00
Ecuador,2005,2323,20.57,2000s,2005-01-01 00:00:00
Ecuador,2006,2307,20.67,2000s,2006-01-01 00:00:00
Ecuador,2007,2324,20.37,2000s,2007-01-01 00:00:00
Ecuador,2008,2346,20.26,2000s,2008-01-01 00:00:00
Ecuador,2009,2278,20.73,2000s,2009-01-01 00:00:00
Ecuador,2010,2327,20.69,2010s,2010-01-01 00:00:00
Ecuador,2011,2310,20.44,2010s,2011-01-01 00:00:00
Ecuador,2012,2331,20.49,2010s,2012-01-01 00:00:00
Ecuador,2013,2338,20.3,2010s,2013-01-01 00:00:00
Egypt,1990,51,21.16,1990s,1990-01-01 00:00:00
Egypt,1991,119,21.14,1990s,1991-01-01 00:00:00
Egypt,1992,66,20.6,1990s,1992-01-01 00:00:00
Egypt,1993,107,21.26,1990s,1993-01-01 00:00:00
Egypt,1994,120,21.56,1990s,1994-01-01 00:00:00
Egypt,1995,95,21.09,1990s,1995-01-01 00:00:00
Egypt,1996,60,21.36,1990s,1996-01-01 00:00:00
Egypt,1997,83,20.98,1990s,1997-01-01 00:00:00
Egypt,1998,94,21.82,1990s,1998-01-01 00:00:00
Egypt,1999,122,21.87,1990s,1999-01-01 00:00:00
Egypt,2000,67,21.12,2000s,2000-01-01 00:00:00
Egypt,2001,78,21.89,2000s,2001-01-01 00:00:00
Egypt,2002,87,21.94,2000s,2002-01-01 00:00:00
Egypt,2004,118,21.57,2000s,2004-01-01 00:00:00
Egypt,2005,57,21.54,2000s,2005-01-01 00:00:00
Egypt,2006,56,21.6,2000s,2006-01-01 00:00:00
Egypt,2007,84,21.94,2000s,2007-01-01 00:00:00
Egypt,2008,55,22.19,2000s,2008-01-01 00:00:00
Egypt,2009,90,22.15,2000s,2009-01-01 00:00:00
Egypt,2010,71,23.09,2010s,2010-01-01 00:00:00
Egypt,2011,52,21.58,2010s,2011-01-01 00:00:00
Egypt,2012,113,22.02,2010s,2012-01-01 00:00:00
Egypt,2013,52,22.18,2010s,2013-01-01 00:00:00
El Salvador,1990,1784,26.06,1990s,1990-01-01 00:00:00
El Salvador,1991,1797,26.08,1990s,1991-01-01 00:00:00
El Salvador,1992,1789,26.22,1990s,1992-01-01 00:00:00
El Salvador,1993,1813,26.12,1990s,1993-01-01 00:00:00
El Salvador,1994,1815,26.33,1990s,1994-01-01 00:00:00
El Salvador,1995,1795,26.05,1990s,1995-01-01 00:00:00
El Salvador,1996,1796,25.77,1990s,1996-01-01 00:00:00
El Salvador,1997,1825,26.48,1990s,1997-01-01 00:00:00
El Salvador,1998,1857,26.48,1990s,1998-01-01 00:00:00
El Salvador,1999,1804,25.67,1990s,1999-01-01 00:00:00
El Salvador,2000,1829,25.78,2000s,2000-01-01 00:00:00
El Salvador,2001,1847,25.92,2000s,2001-01-01 00:00:00
El Salvador,2002,1798,26.12,2000s,2002-01-01 00:00:00
El Salvador,2004,1851,26.2,2000s,2004-01-01 00:00:00
El Salvador,2005,1786,26.07,2000s,2005-01-01 00:00:00
El Salvador,2006,1813,26.14,2000s,2006-01-01 00:00:00
El Salvador,2007,1816,26.02,2000s,2007-01-01 00:00:00
El Salvador,2008,1832,25.71,2000s,2008-01-01 00:00:00
El Salvador,2009,1805,26.21,2000s,2009-01-01 00:00:00
El Salvador,2010,1815,25.96,2010s,2010-01-01 00:00:00
El Salvador,2011,1845,25.95,2010s,2011-01-01 00:00:00
El Salvador,2012,1829,26.04,2010s,2012-01-01 00:00:00
El Salvador,2013,1802,26.36,2010s,2013-01-01 00:00:00
Eritrea,1993,383,24.09,1990s,1993-01-01 00:00:00
Eritrea,1994,443,24.13,1990s,1994-01-01 00:00:00
Eritrea,1995,433,24.37,1990s,1995-01-01 00:00:00
Eritrea,1996,445,24.36,1990s,1996-01-01 00:00:00
Eritrea,1997,389,24.32,1990s,1997-01-01 00:00:00
Eritrea,1998,390,24.78,1990s,1998-01-01 00:00:00
Eritrea,1999,449,24.68,1990s,1999-01-01 00:00:00
Eritrea,2000,448,24.76,2000s,2000-01-01 00:00:00
Eritrea,2001,389,24.61,2000s,2001-01-01 00:00:00
Eritrea,2002,394,24.86,2000s,2002-01-01 00:00:00
Eritrea,2004,407,24.79,2000s,2004-01-01 00:00:00
Eritrea,2005,392,24.85,2000s,2005-01-01 00:00:00
Eritrea,2006,402,24.7,2000s,2006-01-01 00:00:00
Eritrea,2007,438,24.7,2000s,2007-01-01 00:00:00
Eritrea,2008,446,24.79,2000s,2008-01-01 00:00:00
Eritrea,2009,441,25.3,2000s,2009-01-01 00:00:00
Eritrea,2010,450,25.22,2010s,2010-01-01 00:00:00
Eritrea,2011,426,24.78,2010s,2011-01-01 00:00:00
Eritrea,2012,437,25.16,2010s,2012-01-01 00:00:00
Eritrea,2013,409,25.87,2010s,2013-01-01 00:00:00
Estonia,1992,626,6.51,1990s,1992-01-01 00:00:00
Estonia,1993,681,5.26,1990s,1993-01-01 00:00:00
Estonia,1994,685,5.35,1990s,1994-01-01 00:00:00
Estonia,1995,634,6.23,1990s,1995-01-01 00:00:00
Estonia,1996,647,4.63,1990s,1996-01-01 00:00:00
Estonia,1997,688,5.95,1990s,1997-01-01 00:00:00
Estonia,1998,639,5.5,1990s,1998-01-01 00:00:00
Estonia,1999,647,6.55,1990s,1999-01-01 00:00:00
Estonia,2000,669,7.12,2000s,2000-01-01 00:00:00
Estonia,2001,700,6.08,2000s,2001-01-01 00:00:00
Estonia,2002,640,6.34,2000s,2002-01-01 00:00:00
Estonia,2004,669,6.03,2000s,2004-01-01 00:00:00
Estonia,2005,677,6.04,2000s,2005-01-01 00:00:00
Estonia,2006,663,6.7,2000s,2006-01-01 00:00:00
Estonia,2007,697,6.97,2000s,2007-01-01 00:00:00
Estonia,2008,655,7.39,2000s,2008-01-01 00:00:00
Estonia,2009,684,6.14,2000s,2009-01-01 00:00:00
Estonia,2010,667,5.06,2010s,2010-01-01 00:00:00
Estonia,2011,688,6.98,2010s,2011-01-01 00:00:00
Estonia,2012,694,5.57,2010s,2012-01-01 00:00:00
Estonia,2013,664,7.28,2010s,2013-01-01 00:00:00
Finland,1990,536,6.07,1990s,1990-01-01 00:00:00
Finland,1991,548,5.62,1990s,1991-01-01 00:00:00
Finland,1992,551,5.8,1990s,1992-01-01 00:00:00
Finland,1993,551,4.74,1990s,1993-01-01 00:00:00
Finland,1994,606,4.66,1990s,1994-01-01 00:00:00
Finland,1995,594,5.63,1990s,1995-01-01 00:00:00
Finland,1996,564,4.2,1990s,1996-01-01 00:00:00
Finland,1997,576,5.36,1990s,1997-01-01 00:00:00
Finland,1998,585,4.71,1990s,1998-01-01 00:00:00
Finland,1999,610,5.7,1990s,1999-01-01 00:00:00
Finland,2000,587,6.57,2000s,2000-01-01 00:00:00
Finland,2001,538,5.35,2000s,2001-01-01 00:00:00
Finland,2002,585,5.54,2000s,2002-01-01 00:00:00
Finland,2004,593,5.4,2000s,2004-01-01 00:00:00
Finland,2005,550,5.8,2000s,2005-01-01 00:00:00
Finland,2006,608,5.91,2000s,2006-01-01 00:00:00
Finland,2007,548,6.23,2000s,2007-01-01 00:00:00
Finland,2008,554,6.77,2000s,2008-01-01 00:00:00
Finland,2009,601,5.49,2000s,2009-01-01 00:00:00
Finland,2010,546,4.36,2010s,2010-01-01 00:00:00
Finland,2011,577,6.38,2010s,2011-01-01 00:00:00
Finland,2012,597,5.12,2010s,2012-01-01 00:00:00
Finland,2013,537,6.17,2010s,2013-01-01 00:00:00
France,1990,867,11.96,1990s,1990-01-01 00:00:00
France,1991,930,10.6,1990s,1991-01-01 00:00:00
France,1992,868,11.15,1990s,1992-01-01 00:00:00
France,1993,940,10.7,1990s,1993-01-01 00:00:00
France,1994,909,11.96,1990s,1994-01-01 00:00:00
France,1995,877,11.69,1990s,1995-01-01 00:00:00
France,1996,917,10.14,1990s,1996-01-01 00:00:00
France,1997,931,11.59,1990s,1997-01-01 00:00:00
France,1998,929,11.25,1990s,1998-01-01 00:00:00
France,1999,869,11.83,1990s,1999-01-01 00:00:00
France,2000,918,11.74,2000s,2000-01-01 00:00:00
France,2001,928,11.37,2000s,2001-01-01 00:00:00
France,2002,912,11.87,2000s,2002-01-01 00:00:00
France,2004,881,11.34,2000s,2004-01-01 00:00:00
France,2005,894,11.55,2000s,2005-01-01 00:00:00
France,2006,909,11.79,2000s,2006-01-01 00:00:00
France,2007,913,11.75,2000s,2007-01-01 00:00:00
France,2008,936,11.28,2000s,2008-01-01 00:00:00
France,2009,928,11.46,2000s,2009-01-01 00:00:00
France,2010,893,10.41,2010s,2010-01-01 00:00:00
France,2011,939,12.33,2010s,2011-01-01 00:00:00
France,2012,914,11.22,2010s,2012-01-01 00:00:00
France,2013,889,11.01,2010s,2013-01-01 00:00:00
Germany,1990,700,8.9,1990s,1990-01-01 00:00:00
Germany,1991,707,7.69,1990s,1991-01-01 00:00:00
Germany,1992,707,8.71,1990s,1992-01-01 00:00:00
Germany,1993,724,7.75,1990s,1993-01-01 00:00:00
Germany,1994,746,8.93,1990s,1994-01-01 00:00:00
Germany,1995,770,8.08,1990s,1995-01-01 00:00:00
Germany,1996,717,6.6,1990s,1996-01-01 00:00:00
Germany,1997,706,8.26,1990s,1997-01-01 00:00:00
Germany,1998,718,8.34,1990s,1998-01-01 00:00:00
Germany,1999,731,8.72,1990s,1999-01-01 00:00:00
Germany,2000,728,9.14,2000s,2000-01-01 00:00:00
Germany,2001,706,8.16,2000s,2001-01-01 00:00:00
Germany,2002,720,8.79,2000s,2002-01-01 00:00:00
Germany,2004,758,8.24,2000s,2004-01-01 00:00:00
Germany,2005,714,8.17,2000s,2005-01-01 00:00:00
Germany,2006,743,8.88,2000s,2006-01-01 00:00:00
Germany,2007,733,9.18,2000s,2007-01-01 00:00:00
Germany,2008,717,8.88,2000s,2008-01-01 00:00:00
Germany,2009,736,8.52,2000s,2009-01-01 00:00:00
Germany,2010,734,7.14,2010s,2010-01-01 00:00:00
Germany,2011,769,8.95,2010s,2011-01-01 00:00:00
Germany,2012,731,8.35,2010s,2012-01-01 00:00:00
Germany,2013,753,8.43,2010s,2013-01-01 00:00:00
Ghana,1990,1187,26.73,1990s,1990-01-01 00:00:00
Ghana,1991,1230,26.6,1990s,1991-01-01 00:00:00
Ghana,1992,1190,26.47,1990s,1992-01-01 00:00:00
Ghana,1993,1231,26.67,1990s,1993-01-01 00:00:00
Ghana,1994,1259,26.62,1990s,1994-01-01 00:00:00
Ghana,1995,1199,26.87,1990s,1995-01-01 00:00:00
Ghana,1996,1251,26.61,1990s,1996-01-01 00:00:00
Ghana,1997,1238,26.58,1990s,1997-01-01 00:00:00
Ghana,1998,1224,27.28,1990s,1998-01-01 00:00:00
Ghana,1999,1195,26.74,1990s,1999-01-01 00:00:00
Ghana,2000,1192,26.83,2000s,2000-01-01 00:00:00
Ghana,2001,1242,26.76,2000s,2001-01-01 00:00:00
Ghana,2002,1225,26.92,2000s,2002-01-01 00:00:00
Ghana,2004,1236,27.02,2000s,2004-01-01 00:00:00
Ghana,2005,1211,27.06,2000s,2005-01-01 00:00:00
Ghana,2006,1239,27.1,2000s,2006-01-01 00:00:00
Ghana,2007,1219,27.16,2000s,2007-01-01 00:00:00
Ghana,2008,1257,26.98,2000s,2008-01-01 00:00:00
Ghana,2009,1192,27.14,2000s,2009-01-01 00:00:00
Ghana,2010,1201,27.57,2010s,2010-01-01 00:00:00
Ghana,2011,1247,27.11,2010s,2011-01-01 00:00:00
Ghana,2012,1237,26.86,2010s,2012-01-01 00:00:00
Ghana,2013,1209,27.24,2010s,2013-01-01 00:00:00
Greece,1990,652,18.05,1990s,1990-01-01 00:00:00
Greece,1991,714,17.07,1990s,1991-01-01 00:00:00
Greece,1992,663,17.13,1990s,1992-01-01 00:00:00
Greece,1993,697,17.53,1990s,1993-01-01 00:00:00
Greece,1994,677,18.47,1990s,1994-01-01 00:00:00
Greece,1995,681,17.82,1990s,1995-01-01 00:00:00
Greece,1996,725,17.46,1990s,1996-01-01 00:00:00
Greece,1997,699,17.35,1990s,1997-01-01 00:00:00
Greece,1998,706,18.15,1990s,1998-01-01 00:00:00
Greece,1999,717,18.82,1990s,1999-01-01 00:00:00
Greece,2000,659,18.2,2000s,2000-01-01 00:00:00
Greece,2001,691,18.67,2000s,2001-01-01 00:00:00
Greece,2002,673,18.33,2000s,2002-01-01 00:00:00
Greece,2004,671,18.07,2000s,2004-01-01 00:00:00
Greece,2005,710,17.91,2000s,2005-01-01 00:00:00
Greece,2006,672,17.78,2000s,2006-01-01 00:00:00
Greece,2007,701,18.67,2000s,2007-01-01 00:00:00
Greece,2008,673,18.61,2000s,2008-01-01 00:00:00
Greece,2009,695,18.52,2000s,2009-01-01 00:00:00
Greece,2010,676,19.3,2010s,2010-01-01 00:00:00
Greece,2011,710,17.67,2010s,2011-01-01 00:00:00
Greece,2012,671,18.82,2010s,2012-01-01 00:00:00
Greece,2013,672,19.36,2010s,2013-01-01 00:00:00
Guatemala,1990,1996,19.64,1990s,1990-01-01 00:00:00
Guatemala,1991,2071,19.91,1990s,1991-01-01 00:00:00
Guatemala,1992,2039,19.89,1990s,1992-01-01 00:00:00
Guatemala,1993,2066,19.85,1990s,1993-01-01 00:00:00
Guatemala,1994,2019,20.08,1990s,1994-01-01 00:00:00
Guatemala,1995,2030,19.98,1990s,1995-01-01 00:00:00
Guatemala,1996,2029,19.48,1990s,1996-01-01 00:00:00
Guatemala,1997,2023,20.16,1990s,1997-01-01 00:00:00
Guatemala,1998,2044,20.36,1990s,1998-01-01 00:00:00
Guatemala,1999,2025,19.44,1990s,1999-01-01 00:00:00
Guatemala,2000,2005,19.47,2000s,2000-01-01 00:00:00
Guatemala,2001,2052,19.62,2000s,2001-01-01 00:00:00
Guatemala,2002,2060,19.93,2000s,2002-01-01 00:00:00
Guatemala,2004,2025,19.85,2000s,2004-01-01 00:00:00
Guatemala,2005,2025,19.99,2000s,2005-01-01 00:00:00
Guatemala,2006,2067,19.88,2000s,2006-01-01 00:00:00
Guatemala,2007,2058,19.9,2000s,2007-01-01 00:00:00
Guatemala,2008,2008,19.51,2000s,2008-01-01 00:00:00
Guatemala,2009,2021,19.99,2000s,2009-01-01 00:00:00
Guatemala,2010,2010,19.85,2010s,2010-01-01 00:00:00
Guatemala,2011,2050,19.85,2010s,2011-01-01 00:00:00
Guatemala,2012,2025,19.88,2010s,2012-01-01 00:00:00
Guatemala,2013,2012,20.37,2010s,2013-01-01 00:00:00
Guinea,1990,1651,27.08,1990s,1990-01-01 00:00:00
Guinea,1991,1708,27.22,1990s,1991-01-01 00:00:00
Guinea,1992,1716,27.02,1990s,1992-01-01 00:00:00
Guinea,1993,1703,27.25,1990s,1993-01-01 00:00:00
Guinea,1994,1692,27.03,1990s,1994-01-01 00:00:00
Guinea,1995,1695,27.23,1990s,1995-01-01 00:00:00
Guinea,1996,1669,27.33,1990s,1996-01-01 00:00:00
Guinea,1997,1720,27.3,1990s,1997-01-01 00:00:00
Guinea,1998,1698,27.63,1990s,1998-01-01 00:00:00
Guinea,1999,1698,27.12,1990s,1999-01-01 00:00:00
Guinea,2000,1689,27.12,2000s,2000-01-01 00:00:00
Guinea,2001,1698,27.36,2000s,2001-01-01 00:00:00
Guinea,2002,1711,27.53,2000s,2002-01-01 00:00:00
Guinea,2004,1665,27.56,2000s,2004-01-01 00:00:00
Guinea,2005,1690,27.66,2000s,2005-01-01 00:00:00
Guinea,2006,1715,27.2,2000s,2006-01-01 00:00:00
Guinea,2007,1693,27.28,2000s,2007-01-01 00:00:00
Guinea,2008,1722,27.61,2000s,2008-01-01 00:00:00
Guinea,2009,1661,27.37,2000s,2009-01-01 00:00:00
Guinea,2010,1721,27.8,2010s,2010-01-01 00:00:00
Guinea,2011,1690,27.51,2010s,2011-01-01 00:00:00
Guinea,2012,1697,27.28,2010s,2012-01-01 00:00:00
Guinea,2013,1669,27.29,2010s,2013-01-01 00:00:00
Guyana,1990,2387,27.07,1990s,1990-01-01 00:00:00
Guyana,1991,2458,26.95,1990s,1991-01-01 00:00:00
Guyana,1992,2450,27.13,1990s,1992-01-01 00:00:00
Guyana,1993,2388,26.95,1990s,1993-01-01 00:00:00
Guyana,1994,2403,27.12,1990s,1994-01-01 00:00:00
Guyana,1995,2451,27.57,1990s,1995-01-01 00:00:00
Guyana,1996,2457,27.11,1990s,1996-01-01 00:00:00
Guyana,1997,2439,27.25,1990s,1997-01-01 00:00:00
Guyana,1998,2450,27.71,1990s,1998-01-01 00:00:00
Guyana,1999,2406,27.16,1990s,1999-01-01 00:00:00
Guyana,2000,2407,27.05,2000s,2000-01-01 00:00:00
Guyana,2001,2460,27.27,2000s,2001-01-01 00:00:00
Guyana,2002,2459,27.17,2000s,2002-01-01 00:00:00
Guyana,2004,2462,27.45,2000s,2004-01-01 00:00:00
Guyana,2005,2441,27.71,2000s,2005-01-01 00:00:00
Guyana,2006,2422,27.49,2000s,2006-01-01 00:00:00
Guyana,2007,2427,27.3,2000s,2007-01-01 00:00:00
Guyana,2008,2443,27.31,2000s,2008-01-01 00:00:00
Guyana,2009,2402,27.67,2000s,2009-01-01 00:00:00
Guyana,2010,2458,27.87,2010s,2010-01-01 00:00:00
Guyana,2011,2434,27.43,2010s,2011-01-01 00:00:00
Guyana,2012,2425,27.42,2010s,2012-01-01 00:00:00
Guyana,2013,2450,27.3,2010s,2013-01-01 00:00:00
Haiti,1990,1440,27.11,1990s,1990-01-01 00:00:00
Haiti,1991,1468,27.01,1990s,1991-01-01 00:00:00
Haiti,1992,1484,26.81,1990s,1992-01-01 00:00:00
Haiti,1993,1497,26.78,1990s,1993-01-01 00:00:00
Haiti,1994,1443,27.28,1990s,1994-01-01 00:00:00
Haiti,1995,1457,27.3,1990s,1995-01-01 00:00:00
Haiti,1996,1448,26.85,1990s,1996-01-01 00:00:00
